aphia_id,ds_key,lyr_key,path_tif,category,rl_score,url,scientificname,authority,status,unacceptreason,taxon_rank_id,rank,valid_aphia_id,valid_name,valid_authority,parent_name_usage_id,kingdom,phylum,class,order,family,genus,citation,lsid,is_marine,is_brackish,is_freshwater,is_terrestrial,is_extinct,match_type,modified
158517,am,am_158517,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_158517.tif,EN,3,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158517,Sphyrna tiburo,"(Linnaeus, 1758)",accepted,NA,220,Species,158517,Sphyrna tiburo,"(Linnaeus, 1758)",105730,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Sphyrna tiburo (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158517 on 2022-11-16",urn:lsid:marinespecies.org:taxname:158517,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
158518,am,am_158518,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_158518.tif,NT,1,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158518,Mustelus canis,"(Mitchill, 1815)",accepted,NA,220,Species,158518,Mustelus canis,"(Mitchill, 1815)",105732,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Mustelus canis (Mitchill, 1815). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158518 on 2022-11-16",urn:lsid:marinespecies.org:taxname:158518,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
158530,oh,oh_158530,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_oh/oh_158530.tif,EN,3,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158530,Mobula hypostoma,"(Bancroft, 1831)",accepted,NA,220,Species,158530,Mobula hypostoma,"(Bancroft, 1831)",105756,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Mobula hypostoma (Bancroft, 1831). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158530 on 2022-11-16",urn:lsid:marinespecies.org:taxname:158530,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
158544,am,am_158544,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_158544.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158544,Rhinoptera bonasus,"(Mitchill, 1815)",accepted,NA,220,Species,158544,Rhinoptera bonasus,"(Mitchill, 1815)",105759,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Rhinoptera,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Rhinoptera bonasus (Mitchill, 1815). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158544 on 2022-11-16",urn:lsid:marinespecies.org:taxname:158544,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
158553,am,am_158553,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_158553.tif,EN,3,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158553,Leucoraja ocellata,"(Mitchill, 1815)",accepted,NA,220,Species,158553,Leucoraja ocellata,"(Mitchill, 1815)",105763,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Leucoraja,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Leucoraja ocellata (Mitchill, 1815). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158553 on 2022-11-16",urn:lsid:marinespecies.org:taxname:158553,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
158554,am,am_158554,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_158554.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158554,Malacoraja senta,"(Garman, 1885)",accepted,NA,220,Species,158554,Malacoraja senta,"(Garman, 1885)",105764,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Malacoraja,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Malacoraja senta (Garman, 1885). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158554 on 2022-11-16",urn:lsid:marinespecies.org:taxname:158554,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
158562,am,am_158562,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_158562.tif,EN,3,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158562,Anguilla rostrata,"(Lesueur, 1817)",accepted,NA,220,Species,158562,Anguilla rostrata,"(Lesueur, 1817)",125620,Animalia,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Anguilla rostrata (Lesueur, 1817). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158562 on 2022-11-16",urn:lsid:marinespecies.org:taxname:158562,1,1,1,0,NA,exact,2008-01-15T17:27:08.177Z
158667,am,am_158667,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_158667.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158667,Alosa aestivalis,"(Mitchill, 1814)",accepted,NA,220,Species,158667,Alosa aestivalis,"(Mitchill, 1814)",125715,Animalia,Chordata,Actinopteri,Clupeiformes,Clupeidae,Alosa,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Alosa aestivalis (Mitchill, 1814). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158667 on 2022-11-16",urn:lsid:marinespecies.org:taxname:158667,1,1,1,0,NA,exact,2008-01-15T17:27:08.177Z
158822,am,am_158822,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_158822.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158822,Lachnolaimus maximus,"(Walbaum, 1792)",accepted,NA,220,Species,158822,Lachnolaimus maximus,"(Walbaum, 1792)",158821,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Lachnolaimus,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Lachnolaimus maximus (Walbaum, 1792). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158822 on 2022-11-16",urn:lsid:marinespecies.org:taxname:158822,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
158829,am,am_158829,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_158829.tif,NT,1,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158829,Paralichthys lethostigma,"Jordan & Gilbert, 1884",accepted,NA,220,Species,158829,Paralichthys lethostigma,"Jordan & Gilbert, 1884",158823,Animalia,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Paralichthys,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Paralichthys lethostigma Jordan & Gilbert, 1884. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158829 on 2022-11-16",urn:lsid:marinespecies.org:taxname:158829,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
159023,oh,oh_159023,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_oh/oh_159023.tif,CR,4,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159023,Eubalaena glacialis,"(Müller, 1776)",accepted,NA,220,Species,159023,Eubalaena glacialis,"(Müller, 1776)",159022,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenidae,Eubalaena,"Perrin, W.F. (2022). World Cetacea Database. Eubalaena glacialis (Müller, 1776). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159023 on 2022-11-16",urn:lsid:marinespecies.org:taxname:159023,1,NA,NA,NA,NA,exact,2009-03-27T18:47:43.400Z
159222,am,am_159222,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_159222.tif,CR,4,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159222,Epinephelus striatus,"(Bloch, 1792)",accepted,NA,220,Species,159222,Epinephelus striatus,"(Bloch, 1792)",126068,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Epinephelus striatus (Bloch, 1792). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159222 on 2022-11-16",urn:lsid:marinespecies.org:taxname:159222,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
159313,am,am_159313,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_159313.tif,EN,3,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159313,Cynoscion regalis,"(Bloch & Schneider, 1801)",accepted,NA,220,Species,159313,Cynoscion regalis,"(Bloch & Schneider, 1801)",159304,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Cynoscion,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Cynoscion regalis (Bloch & Schneider, 1801). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159313 on 2022-11-16",urn:lsid:marinespecies.org:taxname:159313,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
159353,am,am_159353,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_159353.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159353,Epinephelus itajara,"(Lichtenstein, 1822)",accepted,NA,220,Species,159353,Epinephelus itajara,"(Lichtenstein, 1822)",126068,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Epinephelus itajara (Lichtenstein, 1822). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159353 on 2022-11-16",urn:lsid:marinespecies.org:taxname:159353,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
159354,am,am_159354,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_159354.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159354,Epinephelus morio,"(Valenciennes, 1828)",accepted,NA,220,Species,159354,Epinephelus morio,"(Valenciennes, 1828)",126068,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Epinephelus morio (Valenciennes, 1828). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159354 on 2022-11-16",urn:lsid:marinespecies.org:taxname:159354,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
159406,am,am_159406,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_159406.tif,EN,3,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159406,Lopholatilus chamaeleonticeps,"Goode & Bean, 1879",accepted,NA,220,Species,159406,Lopholatilus chamaeleonticeps,"Goode & Bean, 1879",159405,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Malacanthidae,Lopholatilus,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Lopholatilus chamaeleonticeps Goode & Bean, 1879. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159406 on 2022-11-16",urn:lsid:marinespecies.org:taxname:159406,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
159445,am,am_159445,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_159445.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159445,Hippocampus erectus,"Perry, 1810",accepted,NA,220,Species,159445,Hippocampus erectus,"Perry, 1810",126224,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Hippocampus erectus Perry, 1810. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159445 on 2022-11-16",urn:lsid:marinespecies.org:taxname:159445,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
159446,am,am_159446,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_159446.tif,NT,1,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159446,Hippocampus reidi,"Ginsburg, 1933",accepted,NA,220,Species,159446,Hippocampus reidi,"Ginsburg, 1933",126224,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Hippocampus reidi Ginsburg, 1933. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159446 on 2022-11-16",urn:lsid:marinespecies.org:taxname:159446,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
159509,am,am_159509,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_159509.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159509,Trichechus manatus,"Linnaeus, 1758",accepted,NA,220,Species,159509,Trichechus manatus,"Linnaeus, 1758",159504,Animalia,Chordata,Mammalia,Sirenia,Trichechidae,Trichechus,"WoRMS (2022). Trichechus manatus Linnaeus, 1758. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159509 on 2022-11-16",urn:lsid:marinespecies.org:taxname:159509,1,1,1,0,0,exact,2020-09-08T06:03:09.103Z
159792,am,am_159792,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_159792.tif,NT,1,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159792,Lutjanus analis,"(Cuvier, 1828)",accepted,NA,220,Species,159792,Lutjanus analis,"(Cuvier, 1828)",159791,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Lutjanus analis (Cuvier, 1828). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159792 on 2022-11-16",urn:lsid:marinespecies.org:taxname:159792,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
159796,am,am_159796,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_159796.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159796,Lutjanus cyanopterus,"(Cuvier, 1828)",accepted,NA,220,Species,159796,Lutjanus cyanopterus,"(Cuvier, 1828)",159791,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Lutjanus cyanopterus (Cuvier, 1828). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159796 on 2022-11-16",urn:lsid:marinespecies.org:taxname:159796,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
159800,am,am_159800,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_159800.tif,NT,1,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159800,Lutjanus synagris,"(Linnaeus, 1758)",accepted,NA,220,Species,159800,Lutjanus synagris,"(Linnaeus, 1758)",159791,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Lutjanus synagris (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159800 on 2022-11-16",urn:lsid:marinespecies.org:taxname:159800,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
159807,am,am_159807,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_159807.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159807,Rhomboplites aurorubens,"(Cuvier, 1829)",accepted,NA,220,Species,159807,Rhomboplites aurorubens,"(Cuvier, 1829)",159806,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Rhomboplites,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Rhomboplites aurorubens (Cuvier, 1829). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159807 on 2022-11-16",urn:lsid:marinespecies.org:taxname:159807,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
159811,am,am_159811,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_159811.tif,NT,1,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159811,Stenotomus chrysops,"(Linnaeus, 1766)",accepted,NA,220,Species,159811,Stenotomus chrysops,"(Linnaeus, 1766)",159809,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Sparidae,Stenotomus,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Stenotomus chrysops (Linnaeus, 1766). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159811 on 2022-11-16",urn:lsid:marinespecies.org:taxname:159811,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
206994,am,am_206994,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_206994.tif,NT,1,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206994,Acropora lutkeni,"Crossland, 1952",accepted,NA,220,Species,206994,Acropora lutkeni,"Crossland, 1952",205469,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,"Hoeksema, B. W.; Cairns, S. (2022). World List of Scleractinia. Acropora lutkeni Crossland, 1952. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=206994 on 2022-11-16",urn:lsid:marinespecies.org:taxname:206994,1,0,0,0,0,exact,2018-12-31T15:45:47.827Z
208947,am,am_208947,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_208947.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=208947,Actinopyga echinites,"(Jaeger, 1833)",accepted,NA,220,Species,208947,Actinopyga echinites,"(Jaeger, 1833)",205662,Animalia,Echinodermata,Holothuroidea,Holothuriida,Holothuriidae,Actinopyga,"WoRMS (2022). Actinopyga echinites (Jaeger, 1833). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=208947 on 2022-11-16",urn:lsid:marinespecies.org:taxname:208947,1,0,0,0,NA,exact,2010-10-14T14:30:08.307Z
212256,am,am_212256,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_212256.tif,NT,1,https://www.marinespecies.org/aphia.php?p=taxdetails&id=212256,Albula vulpes,"(Linnaeus, 1758)",accepted,NA,220,Species,212256,Albula vulpes,"(Linnaeus, 1758)",157878,Animalia,Chordata,Actinopteri,Albuliformes,Albulidae,Albula,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Albula vulpes (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=212256 on 2022-11-16",urn:lsid:marinespecies.org:taxname:212256,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
158830,am,am_158830,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_158830.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158830,Tautoga onitis,"(Linnaeus, 1758)",accepted,NA,220,Species,158830,Tautoga onitis,"(Linnaeus, 1758)",158828,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Tautoga,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Tautoga onitis (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158830 on 2022-11-16",urn:lsid:marinespecies.org:taxname:158830,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
208956,am,am_208956,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_208956.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=208956,Actinopyga mauritiana,"(Quoy & Gaimard, 1834)",accepted,NA,220,Species,208956,Actinopyga mauritiana,"(Quoy & Gaimard, 1834)",205662,Animalia,Echinodermata,Holothuroidea,Holothuriida,Holothuriidae,Actinopyga,"WoRMS (2022). Actinopyga mauritiana (Quoy & Gaimard, 1834). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=208956 on 2022-11-16",urn:lsid:marinespecies.org:taxname:208956,1,0,0,0,NA,exact,2010-10-14T14:30:08.307Z
210725,am,am_210725,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_210725.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=210725,Heliopora coerulea,"(Pallas, 1766)",accepted,NA,220,Species,210725,Heliopora coerulea,"(Pallas, 1766)",206210,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Helioporidae,Heliopora,"McFadden, C.; Cordeiro, R.; Williams, G.; van Ofwegen, L. (2022). World List of Octocorallia. Heliopora coerulea (Pallas, 1766). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=210725 on 2022-11-16",urn:lsid:marinespecies.org:taxname:210725,1,NA,0,0,0,exact,2022-06-15T19:35:10.430Z
210906,am,am_210906,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_210906.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=210906,Stichopus herrmanni,"Semper, 1868",accepted,NA,220,Species,210906,Stichopus herrmanni,"Semper, 1868",123459,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Stichopus,"WoRMS (2022). Stichopus herrmanni Semper, 1868. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=210906 on 2022-11-16",urn:lsid:marinespecies.org:taxname:210906,1,0,0,0,NA,exact,2010-10-14T14:30:08.307Z
215611,am,am_215611,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_215611.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=215611,Gymnura poecilura,"(Shaw, 1804)",accepted,NA,220,Species,215611,Gymnura poecilura,"(Shaw, 1804)",105754,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Gymnuridae,Gymnura,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Gymnura poecilura (Shaw, 1804). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=215611 on 2022-11-16",urn:lsid:marinespecies.org:taxname:215611,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
217341,am,am_217341,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_217341.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=217341,Carcharhinus brachyurus,"(Günther, 1870)",accepted,NA,220,Species,217341,Carcharhinus brachyurus,"(Günther, 1870)",105719,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Carcharhinus brachyurus (Günther, 1870). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=217341 on 2022-11-16",urn:lsid:marinespecies.org:taxname:217341,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
217342,am,am_217342,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_217342.tif,CR,4,https://www.marinespecies.org/aphia.php?p=taxdetails&id=217342,Carcharhinus porosus,"(Ranzani, 1839)",accepted,NA,220,Species,217342,Carcharhinus porosus,"(Ranzani, 1839)",105719,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Carcharhinus porosus (Ranzani, 1839). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=217342 on 2022-11-16",urn:lsid:marinespecies.org:taxname:217342,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
217430,am,am_217430,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_217430.tif,EN,3,https://www.marinespecies.org/aphia.php?p=taxdetails&id=217430,Mobula thurstoni,"(Lloyd, 1908)",accepted,NA,220,Species,217430,Mobula thurstoni,"(Lloyd, 1908)",105756,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Mobula thurstoni (Lloyd, 1908). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=217430 on 2022-11-16",urn:lsid:marinespecies.org:taxname:217430,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
220293,am,am_220293,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_220293.tif,VU,2,https://www.marinespecies.org/aphia.php?p=taxdetails&id=220293,Lepidochelys olivacea,"(Eschscholtz, 1829)",accepted,NA,220,Species,220293,Lepidochelys olivacea,"(Eschscholtz, 1829)",137069,Animalia,Chordata,NA,Testudines,Cheloniidae,Lepidochelys,"Uetz, P. (ed.) (2022). The Reptile Database. Lepidochelys olivacea (Eschscholtz, 1829). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=220293 on 2022-11-16",urn:lsid:marinespecies.org:taxname:220293,1,NA,NA,NA,NA,exact,2019-09-16T06:11:02.890Z
240764,am,am_240764,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_240764.tif,CR,4,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240764,Pycnopodia helianthoides,"(Brandt, 1835)",accepted,NA,220,Species,240764,Pycnopodia helianthoides,"(Brandt, 1835)",240763,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,"Mah, C.L. (2022). World Asteroidea Database. Pycnopodia helianthoides (Brandt, 1835). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240764 on 2022-11-16",urn:lsid:marinespecies.org:taxname:240764,1,0,0,0,0,exact,2008-03-28T05:01:10.653Z
242598,am,am_242598,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_242598.tif,EN,3,https://www.marinespecies.org/aphia.php?p=taxdetails&id=242598,Enhydra lutris,"(Linnaeus, 1758)",accepted,NA,220,Species,242598,Enhydra lutris,"(Linnaeus, 1758)",242597,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Enhydra,"WoRMS (2022). Enhydra lutris (Linnaeus, 1758). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=242598 on 2022-11-16",urn:lsid:marinespecies.org:taxname:242598,1,NA,NA,NA,NA,exact,2010-05-20T10:09:49.870Z
254974,am,am_254974,/Users/bbest/My Drive/projects/offhab/data/derived/lyrs_tif/am_254974.tif,EN,3,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254974,Eubalaena japonica,"(Lacépède, 1818)",accepted,NA,220,Species,254974,Eubalaena japonica,"(Lacépède, 1818)",159022,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenidae,Eubalaena,"Perrin, W.F. (2022). World Cetacea Database. Eubalaena japonica (Lacépède, 1818). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254974 on 2022-11-16",urn:lsid:marinespecies.org:taxname:254974,1,NA,NA,NA,NA,exact,2008-08-20T11:25:36.853Z
